MATCH	Root	Reconstruction	Gram_number	Gram_gender	Gram_form	Meaning_fr	Pages	Degree_Certainty	Relation_cpt__eg_forms	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_P	Coptic_F	Coptic_F0	Coptic_S0	Coptic_O	Coptic_B0	Coptic_A0	Coptic_M	Coptic_L	Coptic_G	Coptic_B_Gr	Coptic_Sf	Coptic_H	Coptic_A20	Coptic_Hf
1283	qrr					cruche (pour l'eau)	77	very_likely	same	ⲕⲉⲗⲱⲗ, ⲕⲟⲩⲗⲱⲗ																		
1284	qrr.t			f		endroit creux; cave	77	very_likely	same	ⲕⲉⲗⲱⲗ	ⲕⲉⲗⲱⲗ																	
1285	qrr	*qalalya.t			part.	nuage	77	very_likely	same	ⲕⲗⲟⲟⲗⲉ																		
1286	qrr	*qarāraw				grenouille	86	very_likely	same	ⲕⲣⲟⲩⲣ																		
1287	qrr					holocauste	338	very_likely	same	ϭⲗⲓⲗ																		
1288	qrs.t	*qirsa.t; *qiꜣsa.t		f		enterrement; embaumement; cadavre; linceul	73	very_likely	same	ⲕⲁⲓⲥⲉ, ⲕⲉⲥⲉ	ⲕⲁⲓⲥⲓ																	
1289	qrš				inf.	flatter	87	very_likely	same	ⲕⲱⲣϣ	ⲕⲱⲣϣ																	
1290	qrš					flatteur	87	very_likely	same	ⲕⲟⲣϣϥ																		
1291	qrꜥw	*qilꜥaw; *qūlꜥaw				bouclier	337	very_likely	same	ϭⲁⲗ, ϭⲗ																		
1292	qs					os	87	very_likely	same	ⲕⲁⲥ	ⲕⲁⲥ		ⲕⲉⲥ															
1293	qs		pl			os	87	very_likely	same	ⲕⲉⲉⲥ			ⲕⲉⲉⲥ															
1294	qrs				inf.	enterrer; préparer le mort pour l'enterrement	88	very_likely	same	ⲕⲱⲱⲥ	ⲕⲱⲥ																	
1295	qq					noix du palmier doum	74	very_likely	same	ⲕⲟⲩⲕ																		
1296	qꜣy	*qaꜣīya.t		f		hauteur	70	very_likely	related__not_same		ⲕⲏ																	
1297	qꜣ.t	°qāꜣiya.t; *qaꜣya.t; *qayꜣ-a.t		f		champ; champ situé sur un terrain élevé	73	very_likely	same	ⲕⲟⲉⲓⲉ	ⲕⲟⲓ																	
1301	qꜣb.t	*qaꜣūba.t		f		poitrine	40	very_likely	same	ⲉⲕⲓⲃⲉ																		
1302	qꜣb.t	*qaꜣūba.t		f		poitrine	40	very_likely	same	ⲕⲓⲃⲉ					ⲕⲓⲃⲓ				ⲕⲓϥⲓ									
1306	qꜣb; qb	°qaꜣb; *qāꜣab; *qāꜣib			inf.	plier; redoubler; augmenter	71	very_likely	same	ⲕⲱⲃ	ⲕⲱⲃ																	
1307	qꜣb	*qaꜣūba.t		f	part.|pass.	enroulements; cordes	335	very_likely	related__not_same	ϭⲓⲃⲉ																		
1309		*qāꜣib				levain	71	very_likely	related__not_same		ⲕⲱⲃ																	
1313	qꜣḥ	°qaꜣīḥ; *qaꜣìḥ; *q[aꜣ]ìḥ				pays; terre; limon	91	very_likely	same	ⲕⲁϩ	ⲕⲁϩⲓ	ⲕⲁϩ	ⲕⲁϩ		ⲕⲉϩⲓ													
1315	qhd					feu	92	very_likely	same			ⲕⲱϩⲧ, ⲕⲱϩⲧ	ⲕⲱϩⲧ		ⲕⲱϩⲧ													
1316	qꜣn.t	*qill				verrou; genou	75	very_likely	same	ⲕⲗ	ⲕⲁⲗ, ⲕⲉⲗⲓ																	
1318	qrt			f		objet mis en gage; anneau; bague	339	very_likely	same	ϭⲗⲧⲉ																		
1319	qꜣꜥ				inf.	rendre; vomir	70	very_likely	same																			
1323	qꜥḥ	*qaꜥīḥaw				partie supérieure du bras; épaule	91	very_likely	same	ⲕⲉϩ	ⲕⲁϩ, ⲕⲉϩ																	
1324	qꜥḥ.t	*qaꜥìḥtāy	du			hanche; flanc	92	very_likely	same	ⲕⲉϩⲧⲉ																		
1325	qꜥḥ	*qaꜥḥaw; *qaḥḥaw; *qaꜣḥaw				angle; coin; sommet; hauter; fragment; morceau	91	very_likely	same	ⲕⲟⲟϩ																		
1326	qꜥḥ	*qaꜥḥaw; *qaḥḥaw; *qaꜣḥaw				angle; coin; sommet; hauter; fragment; morceau	91	very_likely	same	ⲕⲱϩ	ⲕⲟϩ, ⲭⲟϩ			ⲹⲟⲟϩ	ⲕⲁⲁϩ						ⲕⲁⲁϩ							
1327	qꜥḥ		pl			angle; coin; sommet; hauter; fragment; morceau	91	very_likely	same												ⲕⲁϩⲏⲟⲩ							
1328	qꜥḥ.t			f		pays; district; nome	91	very_likely	same	ⲕⲁϩ-	ⲕⲁϩ-																	
1329	r		NN	NN	prep.|prenom.	à; vers; jusqu'à; pour; afin de; de; plus que	37	very_likely	same	ⲉ-, ⲉⲣⲟ'=	ⲉ-, ⲉⲣⲟ'=	ⲁ-	ⲁ-, ⲉ-	ⲁ-				ⲁ-										
1330	(r-)ḏd	ḏid			inf.	à dire	322	very_likely	same	ϫⲉ	ϫⲉ	ϫⲉ	ϫⲉ		ϫⲉ													
1331	rd	*ridy-ū'=			prepron.	pied; jambe; sol; territoire; trace	178	very_likely	same	ⲣⲁⲧ'=	ⲣⲁⲧ'=	ⲣⲉⲧ'=, ⲣⲉⲉⲧ'=					ⲣⲏⲧ'=											
1333	rd				inf.	croître; fair croître	179	very_likely	same	ⲣⲱⲧ	ⲣⲱⲧ				ⲗⲱⲧ													
1335	rdw; rwḏw					un titre ou une fonction; représentant	179	very_likely	same	ⲣⲏⲧ																		
1336	rd					manière; façon	179	very_likely	related__not_same	ⲣⲏⲧⲉ	ⲣⲏϯ																	
1338	rgy				inf.	cacher	102	perhaps	same	ⲗⲱϭⲉ																		
1339	nhy		pl			peur; souci	101	very_likely	related__not_same	ⲗⲉϩ			ⲗⲉϩ															
1340	nhy					peur; souci	101	very_likely	related__not_same				ⲗⲏϩ															
1343	rḫ.t; rḫyy.t			f		sujets; plébéiens	101	very_likely	same									ⲗϧⲏ										
1345	rḫt-y	*raḫt-īy				laveur	180	very_likely	same	ⲣⲁϩⲧ	ⲣⲁϧⲧ																	
1346	rḫt				inf.	laver	180	very_likely	same	ⲣⲱϩⲉ	ⲣⲱϧⲓ	ⲣⲱⳉⲉ																
1348	rḫ				inf.	mesurer	179	very_likely	same		ⲣⲱϣ																	
1351	rḫ				inf.	pouvoir	253	very_likely	same	ϣ-	ϣ-, ⲁϣ-	ⳉ-	ⲁϣ-	ⳋ	ⲁϣ-		ϩ-											
1353	rhb	*lahābi				vapeur	42	very_likely	same	ⲗϩⲱⲃ	ⲉⲗϩⲱⲃ, ⲗϩⲱⲃ	ⲗϩⲱⲃ						ⲉⲗϩⲱⲃ										
1354	rhd			f		chaudron	180	perhaps	same	ⲣⲟϩⲧⲉ, ⲣⲱϩⲧⲉ					ⲗⲁϩϯ		ⲣⲁϩⲧⲉ				ⲣⲉϩⲧⲉ							
1355	rkḥ.t	*rikḥa.t		f		combustible	172	very_likely	related__not_same	ⲣⲁⲕϩⲉ	ⲣⲁⲕϩⲓ																	
1356	rkḥ				inf.	brûler	172	very_likely	same	ⲣⲱⲕϩ	ⲣⲱⲕϩ																	
1357	rkḥ				inf.	brûler	172	very_likely	same		ⲣⲟⲕϩ																	
1358	rm	*rimy-ū	pl			poisson	172	very_likely	same	ⲣⲁⲁⲙⲉ, ⲣⲁⲙⲉ	ⲣⲁⲙⲓ																	
1359	rmy	*rīmi.t			inf.	pleurer	172	very_likely	same	ⲣⲓⲙⲉ	ⲣⲓⲙⲓ				ⲗⲓⲙⲉ													
1360	rmyy.t	°rim(y)ūyyet; *remȫyet		f		larme	172	very_likely	same	ⲣⲙⲉⲓⲏ	ⲉⲣⲙⲏ	ⲣⲙⲓⲉⲓ	ⲣⲙⲉⲓⲏ		ⲗⲉⲙⲓⲏ													
1361	rmyy.t	*rimyōywet	pl	f		larme	172	very_likely	same	ⲣⲙⲉⲓⲟⲟⲩⲉ		ⲣⲙⲙⲓⲉⲩⲉ	ⲣⲙⲉⲓⲉⲩⲉ		ⲗⲉⲙⲓⲁⲩⲓ													
1363	rmnyy.t			f		demi-aroure	177	very_likely	same	ⲣⲉⲣⲙⲏ																		
1365	rmṯ	°rāmik; *rāmiṯ			part.|act.	homme; être humain; homme; personne mâle; ami; serviteur	172	very_likely	same	ⲣⲱⲙⲉ	ⲣⲱⲙⲓ				ⲗⲱⲙⲓ													
1366	rn					nom	176	very_likely	same	ⲣⲁⲛ	ⲣⲁⲛ	ⲣⲉⲛ	ⲣⲉⲛ	ⲣⲓⲛ	ⲗⲉⲛ						ⲣⲉⲛ							
1367	rnwyy.t	°rāwina.t; *rawna.t		f	part.|act.	vierge; virginité	179	very_likely	same	ⲣⲟⲟⲩⲛⲉ																		
1368	rnp.t	*ranpi.t		f	part.	an; année	175	very_likely	same	ⲣⲟⲙⲡⲉ	ⲣⲟⲙⲡⲓ				ⲗⲁⲙⲡⲓ													
1369	rnp.t		pl	f	part.	an; année	175	very_likely	same	ⲣⲙⲡⲟⲟⲩⲉ		ⲣⲙⲡⲉⲟⲩⲉ	ⲣⲙⲡⲏⲩⲉ, ⲣⲙⲡⲉⲟⲩⲉ															
1370	rqw					mauvais; méchant	96	very_likely	related__not_same		ⲗⲟⲩⲕⲗⲁⲕ																	
1373	rqy					sommeil	172	perhaps	related__not_same	ⲣⲕⲣⲓⲕⲉ	ⲣⲉⲕⲣⲓⲕⲉ				ⲗⲉⲕⲗⲓⲕⲓ													
1374	rqy				inf.	incliner; tourner	172	very_likely	same	ⲣⲓⲕⲉ	ⲣⲓⲕⲓ																	
1376	rqy					sommeil	172	perhaps	related__not_same								ϩⲣⲕⲣⲓⲕⲉ											
1378	rr	*riry-ū	pl			porc	177	very_likely	same																			
1379	rr	*riri				porc	177	very_likely	same	ⲣⲏⲗ, ⲣⲓⲣ	ⲣⲓⲣ				ⲗⲓⲗ													
1380	rsw.t	*riswa.t		f		songe	177	very_likely	same	ⲣⲁⲥⲟⲩ	ⲣⲁⲥⲟⲩⲓ	ⲣⲉⲥⲟⲩ	ⲣⲉⲥⲟⲩⲉ		ⲗⲉⲥⲃⲓ													
1381	rsy					Sud; méridional	178	very_likely	same	ⲣⲏⲥ	ⲣⲏⲥ																	
1382	rs	*rasyaw; *raysaw			qual. ?	veiller; garder	172	very_likely	same	ⲣⲟⲉⲓⲥ	ⲣⲱⲓⲥ																	
1384	rsyy.t	*ras(y)āwet; *ras(y)ā(yet)		f		enclos	177	very_likely	same	ⲣⲥⲱ																		
1385	rsyy.t	*ras(y)āwet; *ras(y)ā(yet)	pl	f		enclos	177	very_likely	same	ⲣⲥⲟⲟⲩⲉ, ⲉⲣⲥⲱⲟⲩ																		
1386	ršw.t	*rišwa.t; *rišya.t		f		se réjouir; se moquer; joie	179	very_likely	same	ⲣⲁϣⲉ	ⲣⲁϣⲓ																	
1387	ršrš				inf.	pousser; prospérer	179	very_likely	same				ⲣⲉϣⲣⲉϣ															
1388	ḫrš	*s-ršy				gaîté; plaisanterie; divertissement	270	very_likely	same		ϣⲉⲣϣⲓ																	
1389	rwỉ	°lawāỉ; *lawàỉ; *lwàỉ			inf.	cesser; partir; guérir	93	very_likely	same	ⲗⲟ			ⲗⲟ		ⲗⲁ													
1391	rwy.t					chaume; éteule	179	reconstruction_unclear	same	ⲣⲟⲟⲩⲉ, ⲁⲣⲟⲟⲩⲉ, ⲣⲏⲓⲟⲩⲉ	ⲣⲱⲟⲩⲓ, ⲁⲣⲱⲟⲩⲓ																	
1392	rwḏ	°rawāḏ			inf.	être gai; joyeaux; se réjouir; être bien disposé (à fiare quelque chose), zélé	237	very_likely	same		ⲉⲣⲟⲩⲟⲧ																	
1393	rwḏ	°rawāḏ			inf.	être gai; joyeaux; se réjouir; être bien disposé (à fiare quelque chose), zélé	237	very_likely	same	ⲟⲩⲣⲟⲧ					ⲗⲟⲩⲁⲧ													
1396	rwḏ.t	rawḏa.t		f	part.	un objet mentionné parmi des articles (récipients) en bronze	179	very_likely	same								ⲣⲁⲟⲩⲧⲉ											
1397	rwhꜣ					soir	180	very_likely	same	ⲣⲟⲩϩⲉ	ⲣⲟⲩϩⲓ				ⲗⲟⲩϩⲓ													
1398	rwš	*rawšey			inf.	prendre soin de (quelque chose); soin	179	very_likely	same	ⲣⲟⲟⲩϣ	ⲣⲱⲟⲩϣ				ⲗⲁⲟⲩϣ													
1399	rꜣ					part	170	very_likely	same	ⲣⲁ-, ⲣⲉ-	ⲣⲉ-				ⲗⲉ-													
1401	rꜣ		pl			bouche; porte; partie tranchante d'une arme	171	very_likely	same			ⲣⲱⲟⲩ	ⲣⲱⲟⲩ		ⲗⲱⲟⲩ													
1402	rꜣ					oie	171	very_likely	same	ⲣⲟ																		
1403	rꜥ					soleil; Rê; or (dans l'alchimie)	170	very_likely	same	ⲣⲏ	ⲣⲏ	ⲣⲉⲓ, ⲣⲓ	ⲣⲏ		ⲣⲉ			ⲣⲉ, ⲣⲏ			ⲣⲉ							
1404	s			f	pron.	elle	180	very_likely	same	ⲥ	ⲥ																	
1406			pl		pron.	eux	183	very_likely	same	ⲥⲟⲩ																		
1407	zỉ					personne (exerçant un métier); marchand; marchande	181	very_likely	same	ⲥⲁ	ⲥⲁ																	
1408	zỉ					personne (exerçant un métier); marchand; marchande	182	very_likely	same	ⲥⲉ-	ⲥⲉ-																	
1409	š					puits; citerne; fosse; bassin	258	very_likely	same	ϣⲏⲓ																		
1410	š		pl			puits; citerne; fosse; bassin	258	very_likely	same	ϣⲏⲩ																		
1411	sb.t				inf.	circoncire	184	very_likely	same	ⲥⲃⲃⲉ	ⲥⲉⲃⲓ																	
1413	sb.t			f		roseau; récipient du koheul; flûte	183	very_likely	same	ⲥⲏⲃⲉ	ⲥⲏⲃⲓ, ⲥⲉⲃⲓ																	
1414	zb.t			f		vermine; tique	183	very_likely	same	ⲥⲓⲃ	ⲥⲓⲡ																	
1415	šb.t	*šabyāwa.t		f		change; échange; récompense	257	very_likely	same								ϣⲃⲃⲓⲱ											
1416	šb.t	*šabyāwa.t		f		change; échange; récompense	257	very_likely	same	ϣⲃⲉⲓⲱ																		
1417	šb.t	*šabyāwa.t		f		change; échange; récompense	257	very_likely	same		ϣⲉⲃⲓⲱ	ϣⲃⲃⲓⲟⲩ					ϣⲃⲃⲓⲟ											
1418	šb.t		pl	f		change; échange; récompense	257	very_likely	same				ϣⲃⲓⲁⲩⲉ, ⲥⲃⲓⲁⲟⲩⲉ															
1419	šby				inf.	changer; transformer; séparer	256	very_likely	same	ϣⲓⲃⲉ	ϣⲓⲃⲓ																	
1421	šbb.t					gorge	256	very_likely	same		ϣⲃⲱⲃⲓ						ϣⲟⲩⲱⲃⲉ											
1422	sbg					Mercure	187	very_likely	same									ⲥⲟⲩⲕⲏ										
1423	sbḥ				inf.	implorer	185	very_likely	same		ⲥⲃⲟϩ																	
1424	wbḥ				inf.	devenir lépreux; être lépreux; lèpre	185	very_likely	same	ⲥⲱⲃϩ																		
1425	sbḫ.t			f		bouclier	185	very_likely	same	ⲥⲃϣⲉ	ϣⲉⲃϣⲓ																	
1426	zbn				inf.	tomber; se vauter	184	very_likely	same	ⲥⲃⲗⲧⲉ, ⲥⲗⲃⲧⲉ																		
1427	sbn					tissu de lin; bande	184	very_likely	same		ⲥⲉⲃⲉⲛ																	
1428	snb; sbn	*sawbin			part.|act.	herbe	200	perhaps	same		ⲥⲱⲟⲩⲃⲉⲛ																	
1429	šbn		pl			nom d'une plante ou céréale cultivée	257	perhaps	same		ϣⲃⲓⲛ																	
1430	šbn				inf.	joindre; se joindre	267	very_likely	same								ϣⲱⲛⲃ, ϣⲱⲛϥ											
1431	sbt-y	*sabtīy				mur; muraille	185	very_likely	same	ⲥⲟⲃⲧ	ⲥⲟⲃⲧ																	
1433	sbt-y	*sabtīy				mur; muraille	185	very_likely	same				ⲥⲁⲃⲧ															
1434	sbṯ				inf.	rire; se moquer de quelqu'un	184	very_likely	same	ⲥⲱⲃⲉ	ⲥⲱⲃⲓ																	
1435	sbꜣ-w	°sabꜣ-īỉ; *sabꜣiì				sage; intelligent; sensé	183	very_likely	same	ⲥⲁⲃⲉ, ⲥⲁⲃⲏ	ⲥⲁⲃⲉ, ⲥⲁⲃⲏ																	
1436	sbꜣ-w		pl			sage; intelligent; sensé	183	very_likely	same	ⲥⲁⲃⲉⲉⲩ	ⲥⲁⲃⲉⲩ																	
1437	sbꜣ	°sabāꜣ; *sabàꜣ			inf.	apprendre; enseigner	183	very_likely	same	ⲥⲁⲃⲟ, ⲥⲃⲟ	ⲥⲁⲃⲟ																	
1438	sbꜣy	°sabāꜣ-īy; *sabàyī(y); *sabāyī				disciple; apprenti	183	very_likely	related__not_same	ⲥⲃⲟⲩⲓ	ⲥⲃⲟⲩⲓ																	
1440	sbꜣ-y.t		pl	f		enseignement; éducation; intelligeance	183	very_likely	same	ⲥⲃⲟⲟⲩⲉ	ⲥⲃⲱⲟⲩⲓ																	
1441	sbꜣ	*sibꜣaw; *sibꜣīy				intelligent; rusé	183	very_likely	related__not_same		ⲥⲉⲃ				ⲥⲏⲃ													
1442	dy.t sbꜣ	*dy.t sabꜣ-ā			d-caus.|inf.	instruire; renseigner	222	very_likely	same	ⲧⲥⲁⲃⲟ	ⲧⲥⲁⲃⲟ																	
1443	sbꜣ	°sabīꜣ; *sabìꜣ				porte; portail	184	very_likely	same	ⲥⲃⲉ	ⲥⲃⲉ																	
1444	sbꜣ	*sabīꜣ-ū; *sabīw-ū	pl			porte; portail	184	very_likely	same				ⲥⲃⲉ															
1445	sbꜣ	°sibꜣ; *sībiꜣ				étoile; astre	200	very_likely	same	ⲥⲓⲟⲩ	ⲥⲓⲟⲩ				ⲥⲓⲩ													
1446	sbꜣ	*sibꜣ-ū	pl			étoile; astre	200	very_likely	same						ⲥⲉⲩ													
1447	sḏy	*saḏyaw; *sayḏaw			part.	combattant	278	very_likely	same	ϣⲟⲉⲓϫ	ϣⲱⲓϫ		ⲥⲁⲓϫ, ϣⲁⲓϫ															
1448	sḏy				inf.	combattre	278	very_likely	same	ϣⲱϫⲉ			ϣⲱϫⲉ															
1449	sḏy	*saḏyaw; *sayḏaw			part.	combattant	278	very_likely	same	ϣⲟⲉⲓϫϥ																		
1450	sḏ					sauterelle	277	very_likely	same	ϣϫⲉ	ϣϫⲉ	ⲥϫⲉ																
1451	sḏ		pl			sauterelle	277	very_likely	same	ϣϫⲏⲩ	ϣϫⲏⲟⲩ																	
1452	šdy			f		fosse; canal	272	very_likely	related__not_same	ϣⲁⲁⲧⲥ	ϣⲁⲧⲥ																	
1454	šdy					nom d'une partie de la ville	271	very_likely	same				ϣⲧⲏ															
1456	šd.t			f		fosse; puits	272	very_likely	same	ϣⲱⲧⲉ	ϣⲱϯ																	
1457	sšd					fenêtre; niche	276	very_likely	same	ϣⲟⲩϣⲧ, ϣⲱϣⲧ	ϣⲟⲩϣⲧ																	
1458	šq					fosse; précipice; caverne	259	very_likely	same	ϣⲓⲕ	ϣⲓⲕ																	
1459	šdy	*šidi.t			inf.	demander; mendier; exiger; enlever	271	very_likely	same	ϣⲓⲧⲉ	ϣⲓϯ																	
1461	šd					coussin	271	very_likely	same	ϣⲱⲧ	ϣϣⲱⲧ																	
1462	šḏ.t			f		pâte; farine	272	very_likely	same	ϣⲱⲧⲉ	ϣⲱϯ																	
1463	sdm					stibium; koheul	199	very_likely	same	ⲥⲧⲏⲙ	ⲥⲧⲏⲙ																	
1465	sḏm				inf.	entendre	199	very_likely	same	ⲥⲱⲧⲙ	ⲥⲱⲧⲉⲙ																	
1466	msḏr					oreille; anse	132	very_likely	same	ⲙⲁⲁϫⲉ	ⲙⲁϣϫ			ⲙⲁϣⲧⲁ	ⲙⲉϫⲉ													
1467	sḏr.t			f		lit	259	very_likely	same	ϣⲁⲓⲣⲓ	ϣⲁⲓⲣⲉ																	
1468	dy.t sḏr	*dy.t šd-ō			inf.	se coucher; être couché; coucher (tr.); terrasser; fair dormir; prostration; faiblesse	332	very_likely	same	ϣⲧⲟ, ϫⲧⲟ	ϣⲧⲟ																	
1469	sf		NN	NN	adv.	hier	203	very_likely	same	ⲥⲁϥ	ⲥⲁϥ																	
1470	zft					épée; couteau	204	very_likely	same	ⲥⲏϥⲉ	ⲥⲏϥⲓ																	
1472	šfy.t					majestueux	256	very_likely	related__not_same									ϣⲃⲉ, ϣⲃⲏ										
1473	šf	*šifya.t			inf.	enfler; enflure	276	very_likely	same	ϣⲁⲁϥⲉ, ϣⲁϥⲉ	ϣⲁϥⲉ, ϣⲁϥⲓ																	
1474	šf	*šīfi.t			inf.	enfler; enflure	276	very_likely	same	ϣⲓϥⲉ																		
1475	šfd	°šafd; *šāfid			part.|act./part.|pass.	poignée; main creuse	277	very_likely	same	ϣⲱϥⲧ	ϣⲱϥⲑ																	
1476	sfḫw	*safḫaw				sept	203	very_likely	same	ⲥⲁϣϥ	ⲥⲁϣϥ	ⲥⲁϣϥ																
1477	sfḫ.t	*safḫa.t		f		sept	203	very_likely	same	ⲥⲁϣϥ		ⲥⲁϣϥ																
1479	s-fḫ	*sīḫef				morceau	203	perhaps	related__not_same	ⲥⲓϣϥ																		
1482	sfḫ	*saḫfOꜣet		f		fable	276	very_likely	related__not_same	ϣϥⲱ	ϣϥⲱ						ϣⲃⲱ		ϣⲃⲱ									
1483	šgnn; šknn	*sagnīn; *šaknīnaw			nom verbal|emphatique	combattre; se disputer; combat; dispute	278	very_likely	same		ϣϭⲛⲏⲛ																	
1484	šhb				inf.	dessécher; brûler; faner	277	very_likely	same	ϣⲱⲃϩ, ϣⲱⲟⲩϩ, ϣⲱϩⲃ	ϣⲱⲃϩ																	
1485	šḥq	*šaḥūq-i				poussière	277	perhaps	same	ϣϩⲓϭ, ϣϩⲓϫ	ϣϩⲓϭ																	
1487	šmw	*šammēyet		f		été; moisson; impôt; taxe; bail	264	very_likely	same	ϣⲁⲙⲏ																		
1488	šmw					été; moisson; impôt; taxe; bail	263	very_likely	same	ϣⲱⲙ	ϣⲱⲙ																	
1489	šm	°ẖūmm; °ẖömm				chaud	283	very_likely	same		ϧⲏⲙ																	
1490	šmm; ḫmm; s-ẖmm	°ẖamām; *ẖamàm			inf.	être, devenir chaud; avoir la fièvre	264	very_likely	same	ϣⲙⲟⲙ, ϩⲙⲟⲙ	ϧⲙⲟⲙ	ⳉⲙⲟⲙ																
1491	šm	*šim; *šimya.t			inf.	aller	254	very_likely	same	ϣⲉ, ϣⲉⲓ	ϣⲉ	ϣⲉ	ϣⲉ		ϣⲏ			ϣⲏ			ϣⲏ							
1495	dy.t šm	*d(y.t)š-ā			d-caus.|inf.	envoyer	323	very_likely	same		ϭⲟ	ϫⲟ																
1496	šmy.t	*šamāy-Ìt	coll	f		poteau; pieu	262	very_likely	same		ϣⲙⲉ																	
1497	šmy.t	*šamāy-a.t		f		poteau; pieu	262	very_likely	same	ϣⲙⲟⲩ, ϣⲙⲟⲩⲉ, ϣⲙⲟⲩⲓ	ϣⲙⲟⲩ, ϣⲙⲟⲩⲓ																	
1498	šmꜣ			f		étranger	264	very_likely	same	ϣⲙⲙⲱ		ϣⲙⲙⲱ																
1501	šmꜥ.t				inf.	être, devenir fin; être, devenir mince; être, devenir léger	262	very_likely	same	ϣⲙⲁ	ϣⲙⲁ																	
1502	šmꜥ	°šamiꜥa.t; *šamꜥa.t	f	f		fin; léger	262	very_likely	same																			
1503	šmꜥ	*šamiꜥ				fin; léger	262	very_likely	same		ϣⲟⲙ																	
1504	šmꜥ	*šamiꜥ				fin; léger	262	very_likely	same	ϣⲱⲱⲙⲉ																		
1505	zn.t	*zinya.t; *zin(y)a.t; *ziyna.t		f		soc	190	very_likely	same	ⲥⲓⲛⲉ	ⲥⲏⲓⲛⲓ																	
1506	zny				inf.	passer; dépasser; omettre	190	very_likely	same	ⲥⲓⲛⲉ	ⲥⲓⲛⲓ																	
1507	znny				inf.	sauter; se promener	191	very_likely	same	ⲥⲛⲁⲉⲓⲛ	ⲥⲛⲏⲓⲛⲓ																	
1509	sn-wy	*siny-ū-āy; *sini-ww-āy	du			deux	192	very_likely	same	ⲥⲛⲁⲩ, ⲥⲛⲁⲁⲩ	ⲥⲛⲁⲩ	ⲥⲛⲉⲩ, ⲥⲛⲟ	ⲥⲛⲉⲩ, ⲥⲛⲟ		ⲥⲛⲉⲩ, ⲥⲛⲉⲟⲩ		ⲥⲛⲱ		ⲥⲛⲁ		ⲥⲛⲉⲩ							
1511	sn-wy	°sìni.t-āy; *sìnt-āy	du	f		deux	192	very_likely	same	ⲥⲛⲧⲉ	ⲥⲛⲟⲩϯ				ⲥⲏⲛϯ		ⲥⲛⲟⲩⲧⲉ											
1512	zn.t-y					modèle	191	very_likely	same	ⲥⲉⲛϯ, ⲥⲛⲧⲉ																		
1513	sn	°sāniyaw; *sanyaw				frère	190	very_likely	same	ⲥⲟⲛ	ⲥⲟⲛ	ⲥⲁⲛ	ⲥⲁⲛ		ⲥⲁⲛ			ⲥⲁⲛ			ⲥⲁⲛ							
1514	sn	*sāniyw-ū; *sānīw-ū	pl			frère	190	very_likely	same	ⲥⲛⲏⲩ	ⲥⲛⲏⲟⲩ																	
1515	snsn				inf.	sonner; bourdonner	191	perhaps	same	ⲥⲛⲥⲛ	ⲥⲉⲛⲥⲉⲛ																	
1517	šnꜥ	°šanīꜥ; *šanìꜥ				terre sèche; inculte	265	very_likely	same			ϣⲛⲁ																
1518	šnꜥ					antre; endroit où l'on travaille	265	very_likely	same				ϣⲛⲁ															
1519	šnꜥ					marché	267	very_likely	same		ϣⲛⲁⲩ																	
1520	šnꜥ-w					nom d'une matière enflammable; une plante	265	very_likely	same				ϣⲛⲁ															
1521	šnw.t	*šinwa.t; *šiwna.t		f		grange; grenier	274	very_likely	same		ϣⲉⲩⲛⲓ																	
1522	zp(y)	*zipy-a.t			inf.	laisser; rester; reste	194	very_likely	same	ⲥⲉⲉⲡⲉ	ⲥⲉⲡⲓ																	
1523	sp.t	*spatwĕ	du	f		lèvre	194	very_likely	same									ⲥⲡⲁⲧ										
1524	spt.wy	*sapatwāyi	du	m/f		lèvre; bord; rivage	194	very_likely	same	ⲥⲡⲟⲧⲟⲩ	ⲥⲫⲟⲧⲟⲩ																	
1526		*šapy-it-y-a.t		f		honnête	268	uncertain	same	ϣⲡⲓⲉⲉⲧⲉ																		
1527		*šapy-īt-īy				honnête	268	uncertain	same	ϣⲡⲓⲏⲧ																		
1528	snḏ	*sannāḏaw			nom d'agent=part.|act.|emphatique	peureux	191	very_likely	same	ⲥⲁⲛⲟⲩⲑ																		
1529	snḏ	°sanīḏ; *sanìḏ			inf.	avoir peur	191	very_likely	same	ⲥⲛⲁⲧ																		
1530	šnḏ-w.t	*šanḏāwet		f		lin; vêtement de lin	266	very_likely	same	ϣⲛⲧⲱ	ϣⲉⲛⲧⲱ							ϣⲛⲧⲱ										
1531	šnḏ.t			f		acacia sount	267	very_likely	same		ϣⲟⲛϯ																	
1533	šps-w					biens	258	very_likely	same																			
1535	sqr				inf.	frapper; marteler; fromer; écraser; endommager; blesser	278	very_likely	same	ϣⲱⲱϭⲉ																		
1536	sqr	°sakīr; °sakīỉ; *sakīỉ				coup; blessure	278	very_likely	same	ϣϭⲁ																		
1537	zr	°zaỉāw; *zaỉàw				brebis	47	very_likely	same	ⲉⲥⲟⲟⲩ	ⲉⲥⲱⲟⲩ	ⲉⲥⲁⲩ	ⲉⲥⲁⲩ		ⲉⲥⲁⲩ													
1538	zr	*zrOyet		f		mouton; brebis	195	very_likely	same									ⲥⲣⲟ										
1539	slsl	*salsūlaw			part.|pass.	ordonné	188	very_likely	same		ⲥⲉⲗⲥⲓⲗ																	
1540	slsl				inf.	parer;embellir	188	very_likely	same		ⲥⲟⲗⲥⲉⲗ																	
