MATCH	Root	Reconstruction	Gram_number	Gram_gender	Gram_form	Meaning_fr	Pages	Degree_Certainty	Relation_cpt__eg_forms	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_P	Coptic_F	Coptic_F0	Coptic_S0	Coptic_O	Coptic_B0	Coptic_A0	Coptic_M	Coptic_L	Coptic_G	Coptic_B_Gr	Coptic_Sf	Coptic_H	Coptic_A20	Coptic_Hf
255	gmt			f		poule; ibis noir	337	very_likely	same	ϭⲁⲓⲙⲉ																		
256	gmy				inf.	trouver; trouvaille; constatation	342	very_likely	same	ϭⲓⲛⲉ	ϫⲓⲙⲓ																	
257	gmy					force; puissance	340	very_likely	related__not_same	ϭⲟⲙ	ϫⲟⲙ																	
258	sgnn	*sagnin			part.|act.	onguent	207	very_likely	same	ⲥⲟϭⲛ	ⲥⲟϫⲉⲛ	ⲥⲁϭⲛⲉ	ⲥⲁϭⲛ		ⲥⲁϭⲛ, ⲥⲁϫⲉⲛ, ⲥⲁϫⲓⲛ, ⲥⲁϭⲉⲛ	ⲥⲁϫⲉⲛ, ⲥⲁϫⲓⲛ, ⲥⲁϭⲉⲛ												
259	gnn	*gann-īya.t		f		vallée	342	perhaps	same		ϫⲁⲛⲏ																	
260	gnn					être doux; tendre; mou	342	very_likely	same	ϭⲛⲟⲛ	ϭⲛⲟⲛ																	
261	gnn					vallée	342	very_likely	same	ϭⲟⲛ	ϫⲟⲛ																	
262	gnn	°gann-īỉ; *gann-ìỉ				vallée	342	very_likely	same		ϫⲁⲛⲉ																	
263	gnn		pl			vallée	342	very_likely	same		ϫⲁⲛⲉⲩ																	
264	gngn.t			f		roquette	344	perhaps	related__not_same	ϭⲓⲛϭⲓⲛ	ϫⲓⲛϫⲓⲛ																	
265	gngn.t-y; ḏnḏn; qnqn				inf.	faire de la musique; jouer (un instrument); chanter; cymbale	343	perhaps	related__not_same	ϫⲛϫⲛ, ϭⲛϭⲛ	ϫⲉⲛϫⲉⲛ																	
268	gns; qsn					force; violence; contrainte; forfait	342	very_likely	same	ϭⲟⲛⲥ	ϫⲟⲛⲥ																	
269	gr		NN	NN	adv.	alors; donc; mais; encore; de nouveau	335	very_likely	same	ϫⲉ, ϭⲉ																		
270	gryy-w		pl			oiseaux; volaille	346	very_likely	same	ϭⲣⲉ																		
271	grb					vêtement	338	very_likely	same	ϭⲟⲗⲃⲉ	ϫⲟⲗⲃⲓ																	
272	grp.t	*karīpa.t		f		couronne; diadème	346	very_likely	same	ϭⲣⲏⲡⲉ	ϭⲣⲏⲡⲓ																	
273	grg					fondations (dans le sense de maisons, vilalges, villes, etc.)	86	very_likely	related__not_same				ⲕⲣⲕⲏⲟⲩ															
274	grg.t	*garīga.t		f		dot; équipment	347	very_likely	same	ϭⲣⲏϭⲉ	ϭⲣⲏϫⲓ				ϭⲣⲏϭⲓ													
277	grg				inf.	équiper; préparer; habiter; peupler; chasser; mettre des pièges ou des filets pour les quadrupèdes et les oiseaux; équipement; préparation; filet; trappe; habitation	347	very_likely	same	ϭⲱⲣϭ	ϫⲱⲣϫ																	
278	grg					trappe; filet; fosse	347	very_likely	same			ϭⲁⲣϭϥ																
279	grg	*garrīgīy				chasseur; trappeur; oiseleur	347	very_likely	same	ϭⲉⲣⲏϭ	ϫⲉⲣⲏϫ																	
280	grg	*garrìgy-ū	pl			chasseur; trappeur; oiseleur	347	very_likely	same	ϭⲉⲣⲁϭⲉ																		
281	grgt			f		trappe; filet; fosse	347	very_likely	same	ϭⲟⲣϭⲥ	ϫⲟⲣϫⲥ																	
282	s-grḥ	*sagraḥtey			qual.	être tranquille; se reposer	207	very_likely	same	ⲥϭⲣⲁϩⲧ																		
283	s-grḥ	*sagraḥtey			inf.|enf.	être tranquille; se reposer	207	very_likely	same			ⲥϭⲣⲏϩ																
285	grḥ				inf.	être tranquille	312	very_likely	same	ϩⲣⲏϭ																		
286	grḥ				inf.	être calme, tranquille; cesser; calmer	309	very_likely	same	ϩⲣⲟⲕ																		
287	grḥ				inf.	manquer de (quelque chose)	347	very_likely	related__not_same	ϭⲣⲱϩ	ϭⲣⲟϩ																	
288	grḥ					nuit	347	very_likely	same	ϭⲱⲣϩ	ⲉϫⲱⲣϩ, ϫⲱⲣϩ																	
289	grḥ					calme; taciturne	309	very_likely	same	ϩⲟⲣⲕϥ																		
292	grp; qrp; krp				inf.	dévoiler; mettre à nu; découvrir; ouvrir; se manifester	339	very_likely	same		ϭⲱⲗⲡ																	
293	grp; qrp; krp				inf.	dévoiler; mettre à nu; découvrir; ouvrir; se manifester	339	very_likely	same		ϭⲱⲣⲡ																	
294	glꜥ				inf.	envelopper; vêtir	337	very_likely	same		ϫⲱⲗϩ, ϫⲱⲗ																	
296	glꜥ				inf.	envelopper; vêtir	337	very_likely	same	ϭⲱⲱⲗⲉ																		
298	gs	*gisyaw				cordonnier	88	very_likely	same	ⲕⲁⲥⲉ							ⲕⲉⲥⲉ, ⲕⲏⲥⲉ											
299	gsty					une longueur; la palette du scribe	348	very_likely	same								ⲕⲁⲥⲧ, ϭⲁⲥⲧ, ϭⲟⲥⲧ											
300	gs					moitié	347	very_likely	same	ϭⲟⲥ	ϫⲟⲥ																	
301	gš-w; gšỉ-w					nom d'un oiseau; oies; grands canards	349	very_likely	same	ϭⲉϣⲉ, ϭⲏϣⲉ																		
302	gsm	*gasmaw				tempête; obscurité	348	very_likely	same	ϭⲟⲥⲙ	ϫⲟⲥⲉⲙ																	
303	kšp; gšp				inf.	regarder; apercevoir; attendre; être prudent; regard	349	very_likely	same	ϫⲟⲩϣⲧ, ϭⲱϣⲧ																		
304	gsr					clé; bague	154	very_likely	same	ⲝⲟⲩⲣ, ⲕⲥⲟⲩⲣ, ϭⲥⲟⲩⲣ	ϣϭⲟⲩⲣ																	
305	gt					abreuvoir; bassin	348	very_likely	same	ϭⲱⲧ	ϫⲱⲧ																	
306	gwn	*gawna.t		f		sac; tissu dont on fait les sacs; vêtement	349	very_likely	same	ϭⲟⲟⲩⲛⲉ	ϫⲱⲟⲩⲛⲓ	ϭⲁⲩⲟⲩⲛⲉ			ϭⲁⲩⲛⲓ													
308	dy.t gꜣ	*dy.t gꜣy-a			d-caus.|inf.	blâmer; condamner	227	very_likely	same	ⲧϭⲁⲉⲓⲟ, ϭⲁⲉⲓⲟ																		
309	gꜣ					laideur	336	very_likely	related__not_same	ϭⲁ			ϭⲁ															
310	gꜣw	°gaꜣy-īỉ; °gaꜣw-īỉ; *gaꜣy-ìỉ				laid	336	very_likely	same	ϭⲁⲉⲓⲉ	ϫⲁⲓⲉ																	
311	gꜣw		pl			laid	336	very_likely	same													ϭⲁⲓⲉⲩⲉ						
312	gꜣw				inf.	resserrer; être étroit; étroitesse	348	very_likely	same	ϭⲱⲟⲩ																		
313	gꜣw			f		laid	336	very_likely	same		ϫⲁⲓⲏ																	
314	gꜣw					laid	336	very_likely	same	ϭⲁⲉⲓⲏ																		
316	gꜣy					écuelle; bol	336	very_likely	same	ⲕⲁⲓ							ϭⲁⲓ											
317	gꜣ				inf.	pousser (un bateau dans l'eau)	349	very_likely	same	ϭⲱⲟⲩ	ϫⲱⲟⲩⲛ																	
318	gꜣb.t	*gaꜣāba.t		f		feuille	335	very_likely	same	ϭⲱⲃⲉ	ϫⲱⲃⲓ	ϭⲱⲃⲉ			ϭⲱⲃⲓ		ϭⲱⲱⲃⲉ					ϭⲱⲃⲉ						
319	gyf	*gāfiy; *gāfī				singe	344	very_likely	same	ϭⲁⲡⲓ																		
320	gꜣḥ					épaule	339	very_likely	same	ϭⲗϩ, ϭⲗⲁϩ, ϭⲉⲗϩ																		
321	gꜣš	°gaꜣīš; *gaꜣiš				roseau; jonc; mesure	91	very_likely	same	ⲕⲁϣ	ⲕⲁϣ	ⲕⲉϣ	ⲕⲉϣ		ⲕⲉϣ													
322	hy					salut!	290	very_likely	same																			
323	hyy					salut!	290	very_likely	same	ϩⲁⲉⲓⲟ, ϩⲁⲓⲱ																		
324	hy					mari	290	very_likely	same	ϩⲁⲓ	ϩⲁⲓ																	
325	ḥyy	*ḥayāy; ḥayày			inf.	discuter; examiner; conclusion; confirmation; effet	291	very_likely	same		ϩⲓⲟⲓ																	
327	ḥyy	*ḥīwi.t; *ḥiyi.t			inf.	battre (le blé)	286	very_likely	same	ϩⲓ	ϩⲓ																	
328	ḥwy	°ḥiwi.t; *ḥīwi.t			inf.	frapper; jeter; amener	317	very_likely	same	ϩⲓⲟⲩⲉ	ϩⲓⲟⲩⲓ																	
329	ḫy					nouveau; jeune	258	very_likely	same	ϣⲁⲓ																		
330	ḫt	*ḫit				boit	254	very_likely	same	ϣⲉ	ϣⲉ	ⳉⲉ		ⳋⲉⲉ	ϣⲏ		ϣⲏ, ϣⲓ, ϣⲁ											
331	ḫyy.t		pl	f		temples; ciel; toit du temple	258	very_likely	same																			
332	ḫyy				inf.	s'étendre; croître; être long, haut	259	very_likely	same	ϣⲓⲁⲓ	ϣⲓⲁⲓ																	
333	ḫyy					parties génitales	259	perhaps	same		ϣⲱⲓ																	
334	ḫyy				inf.	s'étendre; croître; être long, haut	259	very_likely	same	ϣⲓⲁⲓ	ϣⲓⲁⲓ																	
335	ẖt	°ẖī.t		f		façon; manière	285	very_likely	same	ϩⲉ	ϧⲉ	ⳉⲉ																
336	hb	hibya.t		f		charrue	288	very_likely	same	ϩⲃⲃⲉ	ϩⲉⲃⲓ																	
337	hb	°hibi.t; *hībi.t		f		charrue	288	very_likely	same								ϩⲓⲃⲉ											
338	hby	*hibya.t			inf.	être petit, bas	288	very_likely	same		ϩⲉⲃⲓ																	
339	hby	°habīy; *habìy			part.|pass.	briÈveté	288	very_likely	same	ϩⲃⲁⲓ																		
340	hby	°hibi.t; *hībi.t			inf.	être petit, bas	288	very_likely	same								ϩⲓⲃⲉ											
341	hb					Hibis (ville)	288	very_likely	same	ϩⲏⲃ																		
343	hby		pl			ibis	289	very_likely	same	ϩⲃⲟⲩⲓ, ϩⲓⲃⲱⲓ	ϩⲃⲟⲩⲓ																	
344	hby					ibis	289	very_likely	same		ϩⲓⲡ																	
345	ḫmḫm	*ḫamḫam			inf.	broyer; détruire	303	very_likely	same		ϧⲟⲙϧⲉⲙ								ϩⲟⲙϩⲉⲙ									
346	ḥb					embarras; gêne; malheur	288	perhaps	related__not_same	ϩⲃⲁ																		
348	hby	*hibya.t		f		être petit, bas	288	very_likely	same	ϩⲃⲃⲉ																		
349	ḫbḫb	*ḫabḫab			inf.	aiguiser; tailler; aiguillonner; inciter à la hâte	258	very_likely	same		ϣⲟⲃϣⲉⲃ, ϣⲟⲡϣⲉⲡ																	
350	ḫby				inf.	couper; tailler; raser	256	very_likely	same	ϣⲱⲃ	ϣⲱⲡ																	
351	hbq				inf.	aiguilloner	289	very_likely	same	ϩⲱⲃⲕ																		
352	hbq	°habāq; *habāq			inf.	aiguilloner	289	very_likely	same	ϩⲃⲟⲕ																		
353	ḥbrbr				inf.	descendre; faire tomber; pousser; descendre; s'écrouler; se dissoudre	30	very_likely	same	ⲃⲟⲣⲃⲣ, ϩⲃⲟⲣⲃⲣ	ⲃⲟⲣⲃⲉⲣ																	
354	ḫbr	*ḫapīri; *ḫabīri				ami; camarade	257	very_likely	same	ϣⲃⲏⲣ	ϣⲫⲏⲣ	ⳉⲃⲏⲣ			ϣⲃⲏⲗ													
355	ḫbr	*ḫapiry-ū; *ḫabiry-ū	pl			ami; camarade	257	very_likely	same	ϣⲃⲉⲉⲣ	ϣⲫⲉⲣ	ⳉⲃⲉⲣⲉ																
356	ḫbr	*ḫapiry-a.t; *ḫabiry-a.t		f		ami; camarade	257	very_likely	same	ϣⲃⲉⲉⲣⲉ	ϣⲫⲉⲣⲓ	ⳉⲃⲉⲉⲣⲉ			ϣⲃⲏⲏⲗⲓ													
358	ḥbs		pl			vêtement; manteau; couverture; tissu	289	very_likely	same	ϩⲃⲱⲥ, ϩⲃⲱⲱⲥ	ϩⲃⲱⲥ, ϩⲃⲱⲱⲥ																	
360	ḥbs-w.t	*ḥabs-āwa.t		f		vêtement; tissu	289	very_likely	same	ϩⲃⲥⲱ	ϩⲉⲃⲥⲱ	ϩⲃⲥⲟⲩ																
361	ḥbs-w.t		pl	f		vêtement; tissu	289	very_likely	same	ϩⲃⲥⲟⲟⲩⲉ																		
364	ḫbs					lampe; candélabre	290	very_likely	same	ϩⲏⲃⲥ	ϧⲏⲃⲥ	ⳉⲏⲃⲥ																
365	ḫbs	*ḫöbs-ū	pl			lampe; candélabre	290	very_likely	same	ϩⲃⲥ, ϩⲉⲃⲥ																		
366	hdy				inf.	présence; s'opposer	315	very_likely	same	ϩⲟⲧⲉ					ϩⲁϯ		ϩⲁⲁⲧⲉ, ϩⲱⲧ, ϩⲱⲧⲉ											
367	ḫd(y)				inf.	descendre (le fleuve)	314	very_likely	same	ϩⲁⲁⲧⲉ, ϩⲁⲧⲉ, ϩⲁϯⲉ, ϩϯⲉ	ϧⲁϯ		ϩⲉⲧⲉ, ϩⲉϯ, ϩⲉϯⲉ															
369	ḥḏ					blanc; argent	314	very_likely	same	ϩⲁⲁⲧ, ϩⲁⲁⲧⲉ, ϩⲁⲧ, ϩⲁⲧⲉ	ϩⲁⲧ												ϩⲏⲧ					
371	ḫtp	°ḫadp; *ḫādip			inf.	se dépêcher	272	very_likely	same				ϣⲱⲧⲡ	ⳋⲱⲧⲡ														
372	ḥḏy				inf.	bouger; frotter; pétrir; percer	315	very_likely	same	ϩⲱⲧ, ϩⲱⲧⲉ	ϩⲱϯ																	
375	ḫtp	°ḫadāp; *ḫadàp				vite	272	very_likely	same		ϣⲧⲟⲡ																	
376	ḫd	*ḫūdey; *ḫȫdey				Nord	315	very_likely	same	ϩⲏⲧ	ϧⲏⲧ																	
377	ḥḏy					froid	320	very_likely	same		ϩⲱϫ																	
378	ḥḏy	*ḥaḏya.t		f		maladie mentionée avec froid	320	very_likely	same	ϩⲟϫⲉ																		
379	ẖdẖd				inf.	scruter; questionner; fouiller; examiner	317	very_likely	same	ϩⲟⲧϩⲧ, ⳉⲁⲧⳉⲧ	ϧⲟⲧϧⲉⲧ																	
380	ẖdb	*ẖādib			part.|act.	meurtier	316	very_likely	same								ϩⲱⲧⲃⲉ											
382	ẖdb	*ẖadb-a.t		f		meurtre	316	very_likely	same	ϩⲟⲧⲃⲉ							ϩⲁⲧⲃⲉ											
383	ẖdb				inf.	tuer	316	very_likely	same	ϩⲱⲧⲃ	ϧⲱⲧⲉⲃ																	
384	ẖdb	°ẖadb-īỉ			part.|pass.	victime; celui qui a été tué	316	very_likely	same	ϩⲉⲧⲃⲉ																		
386	ḫft	*ḫift-īy				criminel; eimpie; pécheur	277	very_likely	same	ϣⲁϥⲧ, ϣⲁϥⲧⲉ	ϣⲁϥⲧ, ϣⲁϥϯ	ⳉⲉϥⲧ		ⳋⲁϥⲧ	ϣⲉϥϯ													
387	ḫft				inf.	trébucher	277	very_likely	related__not_same	ϣⲱϥⲧ	ϣⲱϥⲧ																	
388	ḫft				inf.	trébucher	277	very_likely	related__not_same																			
389	ḫft				inf.	trébucher	277	very_likely	related__not_same																			
391	ḥfꜣw	*ḥafꜥaw				serpent	319	very_likely	same	ϩⲟϥ	ϩⲟϥ																	
393	ḥfꜣw	*ḥafāꜥ-a.t		f		serpent	319	very_likely	same	ϩϥⲱ	ϩϥⲱ																	
394	ḫfꜥ; kfꜥ					violence; contrainte; vengeance	71	perhaps	related__not_same	ⲕⲃⲁ	ⲭⲃⲁ																	
395	ḫfꜥ	*ḫūfꜥa.t; *ḫifꜥ.t		f		creux de la main	320	very_likely	related__not_same	ϩⲃϩⲉ																		
396	ḫfꜥ	°ḫafꜥ; *ḫāfaꜥ; *ḫāꜥaf				main (comme unité de mesure); poign	320	very_likely	same	ϩⲱϩϥ	ϩⲱϩⲃ																	
397	ḥḥ					multitude; beaucoup	320	very_likely	same	ϩⲁϩ																		
399	ḫyḫy				inf.	rendre égal; égaliser; concorder	275	very_likely	same	ϣⲱϣ	ϣⲱϣ	ⳉⲱⳉ																
400	ḫḫ					cou; gorge	320	very_likely	same	ϩⲁϩ	ϧⲁϧ																	
401	hyb					agneau	291	very_likely	same	ϩⲓⲉⲓⲃ, ϩⲓⲃ	ϩⲓⲏⲃ																	
403	ḥknw					menthe (< excellent)	321	very_likely	same	ϩⲁϭⲓⲛ																		
404	ẖkr				inf.	se ceindre; s'armer; seller; s'rfforcer	294	very_likely	same	ϩⲱⲱⲕ	ϧⲱⲕ																	
405	ḥkꜣw	°ḥakkāꜣ; *ḥakkàꜣ				magicien	293	very_likely	same	ϩⲁⲕⲟ																		
407	ḥkꜣw	°ḥakkāꜣaw; *ḥakkāꜣō				magicien	293	very_likely	same		ⲁⲭⲱ																	
408	ḥkꜣw		pl			magicien	293	very_likely	same		ⲁⲭⲱ																	
409	nhm; nhmhm				inf.	rugir	101	very_likely	same			ⲗϩⲏⲙ	ⲗϩⲏⲙ						ⲉⲗϩⲉⲙ, ⲗϩⲉⲙ									
410	hmhm				inf.	crier; rugir; mugir	302	very_likely	same	ϩⲙϩⲙ	ϩⲉⲙϩⲉⲙ																	
411	hꜣnw		coll			vague	292	very_likely	same	ϩⲓⲙⲏ																		
412	hꜣnw	*hūrmū				vague	292	very_likely	same	ϩⲟⲉⲓⲙ, ϩⲟⲓⲙⲉ	ϩⲱⲓⲙⲓ																	
413	hꜣnw		pl			vague	292	very_likely	same			ϩⲓⲙⲉⲉⲩ	ϩⲓⲙⲉⲩⲉ, ϩⲓⲙⲉⲉⲩ															
414	ḥmyt			f		cheville en bois ?	300	uncertain	same	ϩⲁⲙⲉ																		
415	ḥm	*ḥimy-iỉ; *ḥiny-iỉ; *ḥiyy-iỉ				gouvernail	304	very_likely	same	ϩⲉⲛⲉⲓⲉ, ϩⲓⲛⲓⲉ																		
416	ḥm		pl			gouvernail	304	very_likely	same	ϩⲓⲏⲩ	ϩⲓⲏⲟⲩ, ϩⲓⲉⲩ																	
417	ḥmy.t			f		gouvernail	301	very_likely	same	ϩⲙⲙⲉ	ϩⲉⲙⲓ																	
418	ḥm	*ḥimy-iỉ; *ḥiny-iỉ; *ḥiyy-iỉ				gouvernail	304	very_likely	same	ϩⲓⲉ, ϩⲓⲏ	ϩⲓⲉ, ϩⲓⲏ																	
419	ḥmm; ḥmy.t			m/f		nom d'un instrument	300	perhaps	same		ϩⲟⲙ																	
420	ḥmww	°hāmiwaw; *ḥàmiwaw; *ḥàmwaw			part.|duratif	artisan	299	very_likely	same	ϩⲁⲙ-, ϩⲁⲩ-, ϩⲟⲩ	ϩⲁⲙ-	ϩⲁⲙ-	ϩⲁⲙ-		ϩⲁⲙ-		ϩⲁⲙ-				ϩⲁⲙ-							
421	ḥmww		pl		part.|duratif	artisan	299	very_likely	same	ϩⲙⲉⲩ							ϩⲙⲏⲩ											
422	ḥmww	°hāmiwaw; *ḥàmiwaw; *ḥàmwaw				artisan	299	very_likely	same	ϩⲟⲙ																		
424	ḥym.t	°ḥayūmwet	pl	f		femme	205	very_likely	same	ϩⲓⲟⲙⲉ	ϩⲓⲟⲙⲓ						ϩⲓⲟⲟⲙⲉ, ⲥⲓⲙⲉ											
425						quarante	298	very_likely	same	ϩⲙⲉ	ϩⲙⲉ																	
426	ḥmt					bronze	302	very_likely	same	ϩⲟⲙⲛⲧ	ϩⲟⲙⲧ	ϩⲁⲙⲧ	ϩⲁⲙⲧ	ϩⲟⲙⲧ	ϩⲁⲙⲧ		ϩⲟⲙⲧ	ϩⲟⲙⲧ			ϩⲁⲙⲧ							
427	ḥm					honte; peur	302	very_likely	related__not_same						ϩⲱⲙⲧ													
428	ḫmt	*ḫamtaw				trois	264	very_likely	same	ϣⲟⲙⲛⲧ	ϣⲟⲙⲧ	ⳉⲁⲙⲧ																
429	ḫmt	*ḫamta.t		f		trois	264	very_likely	same	ϣⲟⲙⲧⲉ	ϣⲟⲙϯ	ⳉⲁⲙⲧⲉ																
430	ḥmḏ	*ḥūmḏi				vinaigre	303	very_likely	same	ϩⲙϫ	ϩⲉⲙϫ																	
431	ḥnmm.t	*ḥanmammi.t (sg.); *ḥammammi.t (sg.)	pl	f	part.|pass.	humanité	302	very_likely	same									ϩⲁⲙⲉⲩ										
432	ẖm.t	*ẖūmma.t		f		chaleur; fièvre	301	very_likely	related__not_same	ϩⲙⲙⲉ	ϧⲉⲙⲓ																	
433	ḫmnw					huit	264	very_likely	same	ϣⲙⲟⲩⲛ	ϣⲙⲏⲛ	ⳉⲙⲟⲩⲛ																
434	ḫmnt			f		huit	264	very_likely	same	ϣⲙⲟⲩⲛⲉ	ϣⲙⲏⲛⲓ																	
436	ḫmnt	°ḫamān-īy-a.t-ū; °ḫamān-ī.t-ū; *ḫamān-ì.t		coll		quatre-vingts	301	very_likely	related__not_same	ϩⲙⲉⲛⲉ	ϧⲁⲙⲛⲉ																	
438	ḥmsy	*ḥimsī.t		f		s'assoir; être assis	302	very_likely	same		ϩⲉⲙⲥⲓ																	
439	ḥmsy	*ḥamàsyaw			qual. ?	s'assoir; être assis	302	very_likely	same																			
440	ẖms					épi; épi de blé	302	very_likely	same	ϩⲏⲙⲥ																		
441	ẖms		pl			épi; épi de blé	302	very_likely	same	ϩⲙⲥ, ϩⲙⲯ	ϧⲉⲙⲥ																	
442				f		sol impregné se ,atières salines	299	uncertain	same	ϩⲙⲟⲩ	ϩⲁⲁⲙⲓ, ϩⲙⲟⲩ																	
443	ḥmꜣ.t	*ḥamāꜣa.t		f		sel	299	very_likely	same	ϩⲙⲟⲩ	ϩⲙⲟⲩ				ϩⲉⲙⲟⲩ													
445	hby				inf.	fouler; piler; presser; battre; pressurer	300	very_likely	same	ϩⲱⲙ	ϩⲱⲙⲓ																	
446	ḫmꜣꜣ					peu; petit	262	very_likely	same	ϣⲏⲙ	ϣⲏⲙ				ⳉⲏⲙ													
447	hn					panier d'osier adapté à char	304	very_likely	same	ϩⲏⲛⲉ																		
448	hnw					récipient; coupe; tasse; mesure de liquides	304	very_likely	same	ϩⲓⲛ	ϩⲓⲛ																	
449	dy.t ḥn	*dy.t ḥn-ā			d-caus.|inf.	empêcher	226	very_likely	same		ⲧⲁϩⲛⲟ																	
450	ḥn.t				inf.	échouer; détruire; bas-fond; être peu profonde	304	very_likely	related__not_same																			
451	ḥn				inf.	être enfermer	304	very_likely	same	ϩⲱⲛ																		
452	dy.t ẖn	*dy.t ẖn-ā			d-caus.|inf.	s'approcher; faire approcher; louer	226	very_likely	related__not_same	ⲧϩⲛⲟ		ⲧⳉⲛⲟ																
453	ḥnw.t	*ḥenw-ēwer; *ḥenw-ēyet		f		pélican	299	very_likely	same		ϩⲙⲏ																	
454	s-ḥn	*saḥni.t			inf.	procurer; administrer; provisions; disposition; accord	206	very_likely	same	ⲥⲁϩⲛⲉ	ⲥⲁϩⲛⲓ																	
455	ḥn	*ḥan				la necessité	303	very_likely	same			ϩⲁⲛ	ϩⲁⲛ															
456	ḥn	°ḥanīy			part.|pass.|prepron.	vouloir; désirer	303	perhaps	same	ϩⲛⲁ'=																		
457	ḥn	°ḥanīy			part.|pass.|prenom.	vouloir; désirer	303	perhaps	same																			
458	ḥn				inf.	ordonner; commander	304	very_likely	same	ϩⲱⲛ	ϩⲱⲛ																	
459	ḥn					tissu; drap de lin	304	very_likely	same																			
460	ḥnw	*ḥaniyw-ū; *ḥānīw-ū	pl			pot; outil; chose	306	very_likely	same	ϩⲛⲁⲁⲩ		ϩⲛⲱ	ϩⲛⲉⲉⲩ		ϩⲛⲛⲟⲩ													
463	ḥn.t			f		canal; étendue d'eau	304	very_likely	same	ϩⲱⲛⲉ					ϩⲱⲛⲓ													
464	ẖny				inf.	ramer; naviguer	304	very_likely	same	ϩⲓⲛⲉ	ϩⲓⲛⲓ																	
465	ẖnw		NN	NN	prep.|prenom.	dans; avec	303	very_likely	same	ϩⲛ-, ⳉⲛ-	ϧⲉⲛ-																	
466	ẖnw	*ẖānaw				intérieur	303	very_likely	same	ϩⲟⲩⲛ	ϧⲟⲩⲛ	ⳉⲟⲩⲛ																
467	ẖnn				inf.	s'approcher: être proche, voisin; avoir l'intention; reconnaître; se plier	304	very_likely	same	ϩⲱⲛ	ϧⲱⲛ	ⳉⲛⲁⲛ					ϩⲛⲁⲛ											
468	ḫnd					tissu; tressage	267	perhaps	related__not_same	ϣⲛⲧⲉ, ϣⲟⲛⲧⲉ	ϣⲉⲛϯ																	
470	ḫnd				inf.	tisser; tresser	267	perhaps	same	ϣⲱⲛⲧ	ϣⲱⲛⲧ																	
471	ḫnd				inf.	s'approcher	306	very_likely	same	ϩⲱⲛⲧ	ϧⲱⲛⲧ																	
472	ḥnḥ.t; ḥns	*ḥanāḥa.t		f		peur	306	very_likely	same			ϩⲛⲱϩⲉ, ϩⲛⲟϩⲉ, ϩⲛⲱⲱϩⲉ																
473	ḥnk				inf.	ordonner (prêtre); nommer (à une function)	305	very_likely	same	ϩⲱⲛⲅ, ϩⲱⲛⲕ																		
474	ẖnm.t			f		tétin du pis, de la poitrine	246	very_likely	same		ⲭⲉⲗⲙⲓ																	
476	ḫnm				inf.	sentir; odorat	260	very_likely	same	ϣⲱⲗⲙ	ϣⲱⲗⲉⲙ																	
477	ẖnm.t			f	part.|act.	source; puits	298	very_likely	same				ϩⲁⲗⲙⲉ															
478	ẖnm.t			f	part.|act.	source; puits	305	very_likely	same	ϩⲟⲛⲃⲉ																		
479	ḫnms					moustiques	260	very_likely	same	ϣⲟⲗⲙⲉⲥ	ϣⲟⲗⲙⲉⲥ																	
480	hnn				inf.|prepron.	se mettre à table; se coucher; être couché sur un lit de table	306	very_likely	same	ϩⲛⲧⲟⲩⲱ'=																		
481	ẖnn	*ẖinya.t			inf.	se disputer; se battre	283	very_likely	same		ϧⲉⲛⲓ																	
484	ḫnp				inf.	piller; dérober; attraper (la balle aver la main); offrir	79	very_likely	same		ⲕⲱⲗⲡ																	
485	ḫlp					brin; toron de cordage	261	very_likely	same	ϣⲗⲟⲡ																		
486	ḫnp		pl		inf.	concevoir; take in	321	very_likely	same			ⳉⲛⲟⲟϥ																
487	ḥnq.t			f		bière égyptienne	305	very_likely	same	ϩⲛⲕⲉ	ϩⲉⲙⲕⲓ																	
488	ḫnrỉ	*ḫallìỉtey		f	qual.|duratif	faincée; enfermée	261	very_likely	same	ϣⲉⲗⲉⲉⲧ	ϣⲉⲗⲉⲧ																	
489	ḫnr				inf.	ramper; se disperser	260	very_likely	same	ϣⲗⲏ																		
490	ḫnr					défense; molaire	260	very_likely	same	ϣⲟⲗ	ϣⲟⲗ	ⳉⲁⲗ																
491	ḫnr					dérober; piller	260	very_likely	same	ϣⲱⲗ	ϣⲱⲗ	ⳉⲱⲗ																
492	ḫnr			f		râle	298	very_likely	related__not_same		ϧⲉⲗϧⲉⲗⲧ																	
493	ḫnr			f		râle	298	very_likely	related__not_same	ϩⲉⲗϩⲓⲗⲉ																		
494	ḫnr				inf.	s'enrouer	296	very_likely	same	ϩⲱⲗ, ϩⲱⲱⲗⲉ	ϧⲱⲗ								ϩⲱⲗ									
496	ḫnš; šnš				inf.	puer	267	very_likely	same	ϣⲛⲟϣ		ⳉⲛⲁϣ	ϣⲛⲁϣ															
498	hp	*hip				loi; droit; verdict; punition	306	very_likely	same	ϩⲁⲡ	ϩⲁⲡ	ϩⲉⲡ	ϩⲉⲡ		ϩⲉⲡ													
499	ḥpy					Apis	306	very_likely	same	ϩⲁⲡⲉ, ϩⲁⲡⲓ																		
500	ḫpr.t	*ḫapīra.t		f	nom abstrait	miracle; étonnement	268	very_likely	same	ϣⲡⲏⲣⲉ	ϣⲫⲏⲣⲓ	ⳉⲡⲏⲣⲉ																
